Episode,Score,Success,Fish,Difficulty,Behavior,Episode_Length,Epsilon,Win_Streak,Avg_Score_100,Win_Rate_100,Easy_Success_Rate,Medium_Success_Rate,Hard_Success_Rate
1274,115.44,1,Squid,75,sinker,410,0.1921,19,71.75,98.0,96.0,97.8,74.3
1275,110.70,1,Tuna,70,smooth,318,0.1921,20,71.91,98.0,96.0,97.8,74.3
1276,60.35,1,Perch,35,dart,343,0.1921,21,71.97,98.0,96.0,97.8,74.3
1277,58.83,1,Perch,35,dart,320,0.1921,22,71.24,98.0,96.0,97.8,74.3
1278,119.87,1,Dorado,78,mixed,320,0.1921,23,71.63,98.0,96.0,97.8,74.5
1279,98.57,1,Stonefish,65,sinker,320,0.1921,24,72.09,98.0,96.0,97.8,74.5
1280,59.94,1,Chub,35,dart,325,0.1921,25,71.86,98.0,96.0,97.8,74.5
1281,49.76,1,Smallmouth Bass,28,mixed,323,0.1921,26,72.05,98.0,96.0,97.8,74.5
1282,83.31,1,Lionfish,50,smooth,320,0.1920,27,72.37,98.0,96.0,97.8,74.5
1283,107.07,1,Sandfish,65,mixed,513,0.1920,28,72.90,98.0,96.0,97.8,74.5
1284,62.82,0,Ice Pip,85,dart,1100,0.1920,0,72.83,98.0,96.0,97.8,74.0
1285,111.56,1,Stingray,80,sinker,333,0.1920,1,73.43,98.0,96.0,97.8,74.2
1286,52.72,1,Anchovy,30,dart,330,0.1920,2,72.73,98.0,96.0,97.8,74.2
1287,54.62,0,Pufferfish,80,floater,1222,0.1920,0,72.95,98.0,96.0,97.8,73.7
1288,60.48,1,Sea Cucumber,40,sinker,320,0.1920,1,72.90,98.0,96.0,97.8,73.7
1289,109.81,1,Tuna,70,smooth,318,0.1920,2,73.14,98.0,96.0,97.8,73.7
1290,59.07,1,Chub,35,dart,335,0.1919,3,73.08,98.0,96.0,97.8,73.7
1291,-26.30,0,Pufferfish,80,floater,264,0.1919,0,72.01,97.0,96.0,97.8,73.2
1292,45.68,1,Herring,25,dart,343,0.1919,1,71.96,97.0,96.0,97.8,73.2
1293,44.86,1,Herring,25,dart,358,0.1919,2,71.79,97.0,96.0,97.8,73.2
1294,87.52,1,Goby,55,dart,323,0.1919,3,71.95,97.0,96.0,97.8,73.2
1295,111.58,1,Tuna,70,smooth,318,0.1919,4,72.44,97.0,96.0,97.8,73.2
1296,45.64,1,Sunfish,30,mixed,320,0.1919,5,72.28,97.0,96.0,97.8,73.2
1297,84.89,1,Largemouth Bass,50,mixed,413,0.1919,6,71.96,97.0,96.0,97.8,73.2
1298,51.99,1,Sunfish,30,mixed,320,0.1918,7,71.68,97.0,96.0,97.8,73.2
1299,53.63,1,Anchovy,30,dart,338,0.1918,8,71.30,97.0,96.0,97.8,73.2
1300,-29.50,0,Catfish,75,mixed,232,0.1918,0,70.47,96.0,96.0,97.8,72.7
1301,53.50,1,Sunfish,30,mixed,330,0.1918,1,70.06,96.0,96.0,97.8,72.7
1302,81.64,1,Salmon,50,mixed,325,0.1918,2,70.09,96.0,96.0,97.8,72.7
1303,60.11,1,Chub,35,dart,330,0.1918,3,69.91,96.0,96.0,97.8,72.7
1304,49.72,1,Smallmouth Bass,28,mixed,323,0.1918,4,69.62,96.0,96.0,97.8,72.7
1305,77.96,1,Flounder,50,sinker,335,0.1918,5,69.93,96.0,96.0,97.8,72.7
1306,137.40,1,Super Cucumber,80,sinker,465,0.1917,6,70.39,96.0,96.0,97.8,72.9
1307,59.15,1,Perch,35,dart,335,0.1917,7,70.16,96.0,96.0,97.8,72.9
1308,-39.39,0,Scorpion Carp,90,dart,192,0.1917,0,69.45,95.0,96.0,97.8,72.4
1309,87.10,1,Pike,60,dart,370,0.1917,1,69.69,95.0,96.0,97.8,72.4
1310,61.01,1,Chub,35,dart,333,0.1917,2,69.54,95.0,96.0,97.8,72.4
1311,87.40,1,Blue Discus,60,dart,355,0.1917,3,69.63,95.0,96.0,97.8,72.4
1312,58.98,1,Sardine,30,dart,480,0.1917,4,69.60,95.0,96.1,97.8,72.4
1313,98.51,1,Stonefish,65,sinker,418,0.1917,5,69.67,95.0,96.1,97.8,72.4
1314,80.56,1,Slimejack,55,dart,343,0.1916,6,69.80,95.0,96.1,97.9,72.4
1315,80.61,1,Largemouth Bass,50,mixed,338,0.1916,7,69.67,95.0,96.1,97.9,72.4
1316,-25.35,0,Goby,55,dart,167,0.1916,0,68.86,94.0,96.1,97.6,72.4
1317,94.45,1,Slimejack,55,dart,520,0.1916,1,69.04,94.0,96.1,97.6,72.4
1318,60.40,1,Perch,35,dart,325,0.1916,2,68.91,94.0,96.1,97.6,72.4
1319,188.18,1,Void Salmon,80,mixed,1218,0.1916,3,69.85,94.0,96.1,97.6,72.6
1320,47.36,1,Herring,25,dart,360,0.1916,4,69.48,94.0,96.1,97.6,72.6
1321,4.59,0,Ice Pip,85,dart,642,0.1916,0,68.99,94.0,96.1,97.6,72.2
1322,53.16,1,Sardine,30,dart,353,0.1915,1,68.77,94.0,96.1,97.6,72.2
1323,117.42,1,Catfish,75,mixed,450,0.1915,2,69.43,94.0,96.1,97.6,72.3
1324,92.10,1,Tiger Trout,60,dart,380,0.1915,3,68.83,94.0,96.1,97.6,72.3
1325,69.16,1,Halibut,50,sinker,325,0.1915,4,68.97,94.0,96.1,97.6,72.3
1326,58.40,1,Red Snapper,40,mixed,320,0.1915,5,69.22,94.0,96.1,97.6,72.3
1327,-40.10,0,Ice Pip,85,dart,167,0.1915,0,68.20,93.0,96.1,97.6,71.9
1328,61.12,1,Chub,35,dart,335,0.1915,1,68.26,93.0,96.1,97.6,71.9
1329,93.52,1,Red Mullet,55,smooth,325,0.1915,2,68.40,93.0,96.1,97.6,71.9
1330,50.78,1,Anchovy,30,dart,335,0.1914,3,68.43,93.0,96.1,97.6,71.9
1331,54.19,1,Anchovy,30,dart,333,0.1914,4,67.97,93.0,96.1,97.6,71.9
1332,45.73,1,Smallmouth Bass,28,mixed,320,0.1914,5,67.65,93.0,96.1,97.6,71.9
1333,123.69,1,Lava Eel,90,mixed,365,0.1914,6,68.43,93.0,96.1,97.6,72.0
1334,61.99,1,Bream,35,smooth,328,0.1914,7,68.04,93.0,96.1,97.6,72.0
1335,55.30,1,Sardine,30,dart,348,0.1914,8,67.75,93.0,96.1,97.6,72.0
1336,175.27,1,Ice Pip,85,dart,1128,0.1914,9,68.88,93.0,96.1,97.6,72.2
1337,42.17,1,Smallmouth Bass,28,mixed,318,0.1914,10,68.39,93.0,96.1,97.6,72.2
1338,91.02,1,Sandfish,65,mixed,328,0.1913,11,68.51,93.0,96.1,97.6,72.2
1339,132.29,1,Void Salmon,80,mixed,433,0.1913,12,70.04,94.0,96.1,97.6,72.4
1340,31.80,1,Carp,15,mixed,325,0.1913,13,69.81,94.0,96.1,97.6,72.4
1341,52.31,1,Sardine,30,dart,325,0.1913,14,69.78,94.0,96.1,97.6,72.4
1342,131.23,1,Void Salmon,80,mixed,393,0.1913,15,70.20,94.0,96.1,97.6,72.6
1343,119.15,1,Sturgeon,78,mixed,383,0.1913,16,70.28,94.0,96.1,97.6,72.7
1344,59.93,0,Ice Pip,85,dart,894,0.1913,0,70.08,94.0,96.1,97.6,72.3
1345,22.40,0,Sturgeon,78,mixed,739,0.1912,0,69.75,94.0,96.1,97.6,71.9
1346,84.60,1,Slimejack,55,dart,333,0.1912,1,69.74,94.0,96.1,97.6,71.9
1347,30.53,1,Carp,15,mixed,333,0.1912,2,69.53,94.0,96.1,97.6,71.9
1348,100.16,1,Albacore,60,mixed,333,0.1912,3,69.75,94.0,96.1,97.6,71.9
1349,52.42,1,Sunfish,30,mixed,345,0.1912,4,69.42,94.0,96.1,97.6,71.9
1350,80.87,1,Largemouth Bass,50,mixed,323,0.1912,5,69.75,94.0,96.1,97.7,71.9
1351,85.72,1,Tiger Trout,60,dart,330,0.1912,6,70.28,94.0,96.1,97.7,71.9
1352,140.41,1,Octopus,95,sinker,370,0.1912,7,70.53,94.0,96.1,97.7,72.0
1353,63.35,1,Bream,35,smooth,333,0.1911,8,70.50,94.0,96.1,97.7,72.0
1354,63.13,1,Bream,35,smooth,325,0.1911,9,70.81,94.0,96.1,97.7,72.0
1355,91.92,1,Red Mullet,55,smooth,318,0.1911,10,71.83,95.0,96.1,97.7,72.0
1356,70.05,1,Red Snapper,40,mixed,328,0.1911,11,72.08,95.0,96.1,97.7,72.0
1357,84.10,1,Midnight Carp,55,mixed,335,0.1911,12,72.30,95.0,96.1,97.7,72.0
1358,120.39,1,Catfish,75,mixed,430,0.1911,13,72.87,95.0,96.1,97.7,72.2
1359,80.99,1,Woodskip,50,mixed,330,0.1911,14,72.85,95.0,96.1,97.7,72.2
1360,127.26,1,Dorado,78,mixed,460,0.1911,15,73.02,95.0,96.1,97.7,72.4
1361,73.70,1,Shad,45,smooth,315,0.1910,16,72.24,95.0,96.1,97.7,72.4
1362,171.32,1,Lingcod,85,mixed,605,0.1910,17,73.03,95.0,96.1,97.7,72.5
1363,62.24,1,Sea Cucumber,40,sinker,323,0.1910,18,72.80,95.0,96.1,97.7,72.5
1364,107.00,1,Tuna,70,smooth,315,0.1910,19,73.33,95.0,96.1,97.7,72.5
1365,104.10,1,Tuna,70,smooth,315,0.1910,20,73.82,95.0,96.1,97.7,72.5
1366,86.67,1,Largemouth Bass,50,mixed,343,0.1910,21,74.08,95.0,96.1,97.7,72.5
1367,78.72,1,Woodskip,50,mixed,333,0.1910,22,73.85,95.0,96.1,97.7,72.5
1368,73.30,1,Flounder,50,sinker,318,0.1910,23,74.04,95.0,96.1,97.7,72.5
1369,114.10,1,Catfish,75,mixed,308,0.1909,24,74.15,95.0,96.1,97.7,72.7
1370,77.66,1,Shad,45,smooth,320,0.1909,25,74.15,95.0,96.1,97.7,72.7
1371,59.96,1,Perch,35,dart,333,0.1909,26,74.14,95.0,96.1,97.7,72.7
1372,46.25,1,Smallmouth Bass,28,mixed,333,0.1909,27,73.99,95.0,96.2,97.7,72.7
1373,29.96,1,Carp,15,mixed,333,0.1909,28,73.64,95.0,96.2,97.7,72.7
1374,128.52,1,Void Salmon,80,mixed,408,0.1909,29,73.77,95.0,96.2,97.7,72.8
1375,30.67,1,Carp,15,mixed,335,0.1909,30,72.97,95.0,96.2,97.7,72.8
1376,79.00,1,Tilapia,50,mixed,325,0.1908,31,73.15,95.0,96.2,97.7,72.8
1377,91.83,1,Albacore,60,mixed,353,0.1908,32,73.48,95.0,96.2,97.7,72.8
1378,52.54,1,Sunfish,30,mixed,323,0.1908,33,72.81,95.0,96.2,97.7,72.8
1379,138.38,1,Super Cucumber,80,sinker,495,0.1908,34,73.21,95.0,96.2,97.7,73.0
1380,110.03,1,Eel,70,smooth,348,0.1908,35,73.71,95.0,96.2,97.7,73.0
1381,90.28,1,Midnight Carp,55,mixed,488,0.1908,36,74.12,95.0,96.2,97.7,73.0
1382,48.20,1,Sunfish,30,mixed,320,0.1908,37,73.76,95.0,96.2,97.7,73.0
1383,51.30,1,Anchovy,30,dart,340,0.1908,38,73.21,95.0,96.2,97.7,73.0
1384,78.68,1,Midnight Carp,55,mixed,388,0.1907,39,73.37,95.0,96.2,97.7,73.0
1385,88.81,1,Tiger Trout,60,dart,343,0.1907,40,73.14,95.0,96.2,97.8,73.0
1386,64.25,1,Bream,35,smooth,333,0.1907,41,73.25,95.0,96.2,97.8,73.0
1387,132.56,1,Squid,75,sinker,483,0.1907,42,74.03,95.0,96.2,97.8,73.1
1388,50.84,1,Sunfish,30,mixed,325,0.1907,43,73.94,95.0,96.2,97.8,73.1
1389,116.30,1,Ice Pip,85,dart,370,0.1907,44,74.00,95.0,96.2,97.8,73.3
1390,193.90,0,Scorpion Carp,90,dart,2000,0.1907,0,75.35,95.0,96.2,97.8,72.9
1391,122.84,1,Pufferfish,80,floater,425,0.1906,1,76.84,96.0,96.2,97.8,73.0
1392,42.07,1,Herring,25,dart,333,0.1906,2,76.80,96.0,96.2,97.8,73.0
1393,63.81,1,Bream,35,smooth,325,0.1906,3,76.99,96.0,96.2,97.8,73.0
1394,144.03,1,Lingcod,85,mixed,498,0.1906,4,77.56,96.0,96.2,97.8,73.2
1395,62.63,1,Bream,35,smooth,323,0.1906,5,77.07,96.0,96.2,97.8,73.2
1396,47.64,1,Smallmouth Bass,28,mixed,325,0.1906,6,77.09,96.0,96.2,97.8,73.2
1397,122.90,1,Dorado,78,mixed,398,0.1906,7,77.47,96.0,96.2,97.8,73.3
1398,98.79,1,Sandfish,65,mixed,325,0.1906,8,77.94,96.0,96.2,97.8,73.3
1399,51.78,1,Sardine,30,dart,325,0.1905,9,77.92,96.0,96.2,97.8,73.3
1400,88.50,1,Blue Discus,60,dart,330,0.1905,10,79.10,97.0,96.2,97.8,73.3
1401,52.88,1,Sunfish,30,mixed,323,0.1905,11,79.09,97.0,96.2,97.8,73.3
1402,-37.67,0,Scorpion Carp,90,dart,260,0.1905,0,77.90,96.0,96.2,97.8,72.9
1403,64.66,1,Bream,35,smooth,328,0.1905,1,77.95,96.0,96.2,97.8,72.9
1404,85.43,1,Red Mullet,55,smooth,313,0.1905,2,78.30,96.0,96.2,97.8,72.9
1405,74.50,1,Tilapia,50,mixed,378,0.1905,3,78.27,96.0,96.2,97.8,72.9
1406,146.93,1,Super Cucumber,80,sinker,603,0.1905,4,78.36,96.0,96.2,97.8,73.1
1407,53.47,1,Anchovy,30,dart,320,0.1904,5,78.31,96.0,96.2,97.8,73.1
1408,70.04,1,Red Snapper,40,mixed,325,0.1904,6,79.40,97.0,96.2,97.8,73.1
1409,31.92,1,Carp,15,mixed,340,0.1904,7,78.85,97.0,96.2,97.8,73.1
1410,113.29,1,Sturgeon,78,mixed,333,0.1904,8,79.37,97.0,96.2,97.8,73.2
1411,85.44,1,Tiger Trout,60,dart,340,0.1904,9,79.35,97.0,96.2,97.8,73.2
1412,59.47,1,Chub,35,dart,318,0.1904,10,79.36,97.0,96.2,97.8,73.2
1413,126.24,1,Dorado,78,mixed,323,0.1904,11,79.63,97.0,96.2,97.8,73.4
1414,75.74,1,Rainbow Trout,45,mixed,335,0.1903,12,79.59,97.0,96.2,97.8,73.4
1415,65.25,1,Rainbow Trout,45,mixed,325,0.1903,13,79.43,97.0,96.2,97.8,73.4
1416,74.06,1,Halibut,50,sinker,318,0.1903,14,80.43,98.0,96.2,97.8,73.4
1417,75.13,1,Halibut,50,sinker,318,0.1903,15,80.23,98.0,96.2,97.8,73.4
1418,52.16,1,Anchovy,30,dart,340,0.1903,16,80.15,98.0,96.2,97.8,73.4
1419,124.43,1,Stingray,80,sinker,403,0.1903,17,79.51,98.0,96.2,97.8,73.5
1420,64.35,1,Chub,35,dart,388,0.1903,18,79.68,98.0,96.2,97.8,73.5
1421,60.15,1,Chub,35,dart,325,0.1902,19,80.24,98.0,96.3,97.8,73.5
1422,46.71,1,Herring,25,dart,323,0.1902,20,80.17,98.0,96.3,97.8,73.5
1423,59.84,1,Chub,35,dart,328,0.1902,21,79.60,98.0,96.3,97.8,73.5
1424,158.92,1,Squid,75,sinker,798,0.1902,22,80.27,98.0,96.3,97.8,73.7
1425,79.42,1,Salmon,50,mixed,345,0.1902,23,80.37,98.0,96.3,97.8,73.7
1426,82.07,1,Flounder,50,sinker,410,0.1902,24,80.61,98.0,96.3,97.8,73.7
1427,79.42,1,Salmon,50,mixed,348,0.1902,25,81.80,99.0,96.3,97.8,73.7
1428,74.19,1,Lionfish,50,smooth,318,0.1902,26,81.93,99.0,96.3,97.8,73.7
1429,86.89,1,Red Mullet,55,smooth,348,0.1901,27,81.87,99.0,96.3,97.8,73.7
1430,51.32,1,Sardine,30,dart,325,0.1901,28,81.87,99.0,96.3,97.8,73.7
1431,114.93,1,Super Cucumber,80,sinker,385,0.1901,29,82.48,99.0,96.3,97.8,73.8
1432,102.52,1,Stonefish,65,sinker,425,0.1901,30,83.05,99.0,96.3,97.8,73.8
1433,54.85,1,Sunfish,30,mixed,340,0.1901,31,82.36,99.0,96.3,97.8,73.8
1434,50.78,1,Smallmouth Bass,28,mixed,325,0.1901,32,82.25,99.0,96.3,97.8,73.8
1435,61.60,1,Bream,35,smooth,315,0.1901,33,82.31,99.0,96.3,97.8,73.8
1436,131.05,1,Lingcod,85,mixed,400,0.1900,34,81.87,99.0,96.3,97.8,73.9
1437,72.45,1,Shad,45,smooth,315,0.1900,35,82.17,99.0,96.3,97.8,73.9
1438,57.28,1,Chub,35,dart,318,0.1900,36,81.83,99.0,96.3,97.8,73.9
1439,77.98,1,Bullhead,46,smooth,345,0.1900,37,81.29,99.0,96.3,97.8,73.9
1440,60.07,1,Chub,35,dart,323,0.1900,38,81.57,99.0,96.3,97.8,73.9
1441,88.09,1,Woodskip,50,mixed,345,0.1900,39,81.93,99.0,96.3,97.8,73.9
1442,86.31,1,Goby,55,dart,335,0.1900,40,81.48,99.0,96.3,97.9,73.9
1443,59.42,1,Chub,35,dart,328,0.1899,41,80.88,99.0,96.3,97.9,73.9
1444,117.68,1,Sturgeon,78,mixed,340,0.1899,42,81.46,99.0,96.3,97.9,74.1
1445,53.83,1,Sardine,30,dart,320,0.1899,43,81.77,99.0,96.3,97.9,74.1
1446,63.20,1,Bream,35,smooth,328,0.1899,44,81.56,99.0,96.3,97.9,74.1
1447,84.76,1,Lionfish,50,smooth,383,0.1899,45,82.10,99.0,96.3,97.9,74.1
1448,75.69,1,Walleye,45,smooth,325,0.1899,46,81.86,99.0,96.3,97.9,74.1
1449,70.25,1,Red Snapper,40,mixed,325,0.1899,47,82.04,99.0,96.3,97.9,74.1
1450,108.82,1,Tuna,70,smooth,313,0.1899,48,82.32,99.0,96.3,97.9,74.1
1451,71.08,1,Red Snapper,40,mixed,328,0.1898,49,82.17,99.0,96.3,97.9,74.1
1452,80.14,1,Bullhead,46,smooth,360,0.1898,50,81.57,99.0,96.3,97.9,74.1
1453,69.36,1,Red Snapper,40,mixed,328,0.1898,51,81.63,99.0,96.3,97.9,74.1
1454,50.55,1,Smallmouth Bass,28,mixed,330,0.1898,52,81.50,99.0,96.3,97.9,74.1
1455,78.69,1,Halibut,50,sinker,323,0.1898,53,81.37,99.0,96.3,97.9,74.1
1456,61.43,1,Sea Cucumber,40,sinker,333,0.1898,54,81.28,99.0,96.3,97.9,74.1
1457,93.93,1,Albacore,60,mixed,410,0.1898,55,81.38,99.0,96.3,97.9,74.1
1458,211.32,1,Scorpion Carp,90,dart,1240,0.1897,56,82.29,99.0,96.3,97.9,74.2
1459,47.04,1,Herring,25,dart,335,0.1897,57,81.95,99.0,96.3,97.9,74.2
1460,53.56,1,Sunfish,30,mixed,328,0.1897,58,81.21,99.0,96.3,97.9,74.2
1461,33.08,1,Carp,15,mixed,350,0.1897,59,80.81,99.0,96.3,97.9,74.2
1462,84.55,1,Flounder,50,sinker,370,0.1897,60,79.94,99.0,96.3,97.9,74.2
1463,77.08,1,Bullhead,46,smooth,378,0.1897,61,80.09,99.0,96.3,97.9,74.2
1464,88.88,1,Goby,55,dart,335,0.1897,62,79.91,99.0,96.3,97.9,74.2
1465,-6.41,0,Pufferfish,80,floater,595,0.1896,0,78.80,98.0,96.3,97.9,73.8
1466,70.02,1,Rainbow Trout,45,mixed,340,0.1896,1,78.64,98.0,96.3,97.9,73.8
1467,104.82,1,Sandfish,65,mixed,333,0.1896,2,78.90,98.0,96.3,97.9,73.8
1468,64.19,1,Bream,35,smooth,328,0.1896,3,78.81,98.0,96.3,97.9,73.8
1469,-4.02,0,Pufferfish,80,floater,409,0.1896,0,77.62,97.0,96.3,97.9,73.4
1470,32.27,1,Carp,15,mixed,348,0.1896,1,77.17,97.0,96.3,97.9,73.4
1471,53.83,1,Sardine,30,dart,325,0.1896,2,77.11,97.0,96.3,97.9,73.4
1472,58.53,1,Perch,35,dart,335,0.1895,3,77.23,97.0,96.4,97.9,73.4
1473,84.23,1,Ghostfish,50,mixed,345,0.1895,4,77.77,97.0,96.4,97.9,73.4
1474,205.81,1,Octopus,95,sinker,868,0.1895,5,78.55,97.0,96.4,97.9,73.6
1475,74.12,1,Rainbow Trout,45,mixed,338,0.1895,6,78.98,97.0,96.4,97.9,73.6
1476,75.83,1,Tilapia,50,mixed,343,0.1895,7,78.95,97.0,96.4,97.9,73.6
1477,129.93,1,Super Cucumber,80,sinker,413,0.1895,8,79.33,97.0,96.4,97.9,73.7
1478,89.20,1,Blue Discus,60,dart,400,0.1895,9,79.70,97.0,96.4,97.9,73.7
1479,82.91,1,Slimejack,55,dart,350,0.1895,10,79.14,97.0,96.4,97.9,73.7
1480,119.95,1,Lingcod,85,mixed,318,0.1894,11,79.24,97.0,96.4,97.9,73.8
1481,100.01,1,Stonefish,65,sinker,338,0.1894,12,79.34,97.0,96.4,97.9,73.8
1482,105.19,0,Lava Eel,90,mixed,1277,0.1894,0,79.91,97.0,96.4,97.9,73.5
1483,59.92,1,Sea Cucumber,40,sinker,333,0.1894,1,80.00,97.0,96.4,97.9,73.5
1484,86.11,1,Midnight Carp,55,mixed,335,0.1894,2,80.07,97.0,96.4,97.9,73.5
1485,50.64,1,Sunfish,30,mixed,343,0.1894,3,79.69,97.0,96.4,97.9,73.5
1486,77.83,1,Flounder,50,sinker,325,0.1894,4,79.82,97.0,96.4,97.9,73.5
1487,52.89,1,Sunfish,30,mixed,323,0.1893,5,79.03,97.0,96.4,97.9,73.5
1488,66.30,1,Rainbow Trout,45,mixed,320,0.1893,6,79.18,97.0,96.4,97.9,73.5
1489,147.78,1,Void Salmon,80,mixed,663,0.1893,7,79.50,97.0,96.4,97.9,73.6
1490,95.92,1,Red Mullet,55,smooth,350,0.1893,8,78.52,97.0,96.4,98.0,73.6
1491,129.43,1,Super Cucumber,80,sinker,530,0.1893,9,78.58,97.0,96.4,98.0,73.7
1492,51.66,1,Sardine,30,dart,328,0.1893,10,78.68,97.0,96.4,98.0,73.7
1493,51.94,1,Anchovy,30,dart,338,0.1893,11,78.56,97.0,96.4,98.0,73.7
1494,53.28,1,Anchovy,30,dart,340,0.1892,12,77.65,97.0,96.4,98.0,73.7
1495,59.55,1,Chub,35,dart,348,0.1892,13,77.62,97.0,96.4,98.0,73.7
1496,27.22,0,Lava Eel,90,mixed,844,0.1892,0,77.42,97.0,96.4,98.0,73.4
1497,146.21,1,Pufferfish,80,floater,828,0.1892,1,77.65,97.0,96.4,98.0,73.5
1498,83.91,1,Slimejack,55,dart,358,0.1892,2,77.50,97.0,96.4,98.0,73.5
1499,93.19,1,Pike,60,dart,310,0.1892,3,77.92,97.0,96.4,98.0,73.5
1500,105.94,1,Midnight Carp,55,mixed,558,0.1892,4,78.09,97.0,96.4,98.0,73.5
1501,85.37,1,Lionfish,50,smooth,325,0.1891,5,78.42,97.0,96.4,98.0,73.5
1502,55.32,1,Sardine,30,dart,330,0.1891,6,79.34,98.0,96.4,98.0,73.5
1503,134.16,1,Super Cucumber,80,sinker,450,0.1891,7,80.04,98.0,96.4,98.0,73.6
1504,109.24,1,Void Salmon,80,mixed,333,0.1891,8,80.28,98.0,96.4,98.0,73.8
1505,78.91,1,Walleye,45,smooth,333,0.1891,9,80.32,98.0,96.4,98.0,73.8
1506,84.51,1,Flounder,50,sinker,345,0.1891,10,79.70,98.0,96.4,98.0,73.8
1507,78.94,1,Largemouth Bass,50,mixed,325,0.1891,11,79.95,98.0,96.4,98.0,73.8
1508,65.07,1,Bream,35,smooth,348,0.1890,12,79.90,98.0,96.4,98.0,73.8
1509,2.24,0,Pufferfish,80,floater,870,0.1890,0,79.61,98.0,96.4,98.0,73.4
1510,62.00,1,Bream,35,smooth,365,0.1890,1,79.09,98.0,96.4,98.0,73.4
1511,-39.71,0,Dorado,78,mixed,207,0.1890,0,77.84,97.0,96.4,98.0,73.0
1512,123.19,1,Dorado,78,mixed,385,0.1890,1,78.48,97.0,96.4,98.0,73.2
1513,124.46,1,Squid,75,sinker,445,0.1890,2,78.46,97.0,96.4,98.0,73.3
1514,122.28,1,Dorado,78,mixed,313,0.1890,3,78.93,97.0,96.4,98.0,73.4
1515,32.89,1,Carp,15,mixed,373,0.1889,4,78.60,97.0,96.4,98.0,73.4
1516,139.96,1,Octopus,95,sinker,385,0.1889,5,79.26,97.0,96.4,98.0,73.6
1517,29.64,1,Carp,15,mixed,335,0.1889,6,78.81,97.0,96.4,98.0,73.6
1518,87.94,1,Blue Discus,60,dart,330,0.1889,7,79.16,97.0,96.4,98.0,73.6
1519,76.91,1,Lionfish,50,smooth,323,0.1889,8,78.69,97.0,96.4,98.0,73.6
1520,55.45,1,Perch,35,dart,380,0.1889,9,78.60,97.0,96.4,98.0,73.6
1521,119.13,1,Catfish,75,mixed,315,0.1889,10,79.19,97.0,96.4,98.0,73.7
1522,88.67,1,Ghostfish,50,mixed,475,0.1888,11,79.61,97.0,96.4,98.0,73.7
1523,-25.40,0,Salmon,50,mixed,167,0.1888,0,78.76,96.0,96.4,97.8,73.7
1524,106.78,1,Squid,75,sinker,330,0.1888,1,78.24,96.0,96.4,97.8,73.8
1525,113.17,1,Squid,75,sinker,353,0.1888,2,78.57,96.0,96.4,97.8,73.9
1526,63.15,1,Sea Cucumber,40,sinker,325,0.1888,3,78.38,96.0,96.4,97.8,73.9
1527,40.96,1,Herring,25,dart,365,0.1888,4,78.00,96.0,96.4,97.8,73.9
1528,78.58,1,Bullhead,46,smooth,323,0.1888,5,78.04,96.0,96.4,97.8,73.9
1529,57.18,1,Chub,35,dart,320,0.1887,6,77.75,96.0,96.4,97.8,73.9
1530,76.99,1,Woodskip,50,mixed,315,0.1887,7,78.00,96.0,96.4,97.8,73.9
1531,81.74,1,Midnight Carp,55,mixed,325,0.1887,8,77.67,96.0,96.4,97.8,73.9
1532,120.09,1,Sturgeon,78,mixed,348,0.1887,9,77.85,96.0,96.4,97.8,74.1
1533,75.66,1,Flounder,50,sinker,323,0.1887,10,78.06,96.0,96.4,97.8,74.1
1534,86.48,1,Goby,55,dart,355,0.1887,11,78.41,96.0,96.4,97.8,74.1
1535,99.29,1,Stonefish,65,sinker,325,0.1887,12,78.79,96.0,96.4,97.8,74.1
1536,-8.74,0,Lava Eel,90,mixed,437,0.1886,0,77.39,95.0,96.4,97.8,73.7
1537,53.06,1,Sunfish,30,mixed,333,0.1886,1,77.20,95.0,96.4,97.8,73.7
1538,61.65,1,Chub,35,dart,348,0.1886,2,77.24,95.0,96.4,97.8,73.7
1539,68.60,1,Red Snapper,40,mixed,328,0.1886,3,77.15,95.0,96.4,97.8,73.7
1540,76.99,1,Tilapia,50,mixed,328,0.1886,4,77.32,95.0,96.4,97.8,73.7
1541,30.22,1,Carp,15,mixed,343,0.1886,5,76.74,95.0,96.4,97.8,73.7
1542,50.43,1,Smallmouth Bass,28,mixed,338,0.1886,6,76.38,95.0,96.4,97.8,73.7
1543,112.47,1,Eel,70,smooth,313,0.1885,7,76.91,95.0,96.4,97.8,73.7
1544,61.36,1,Chub,35,dart,335,0.1885,8,76.35,95.0,96.4,97.8,73.7
1545,53.66,1,Sardine,30,dart,335,0.1885,9,76.34,95.0,96.4,97.8,73.7
1546,83.75,1,Lionfish,50,smooth,320,0.1885,10,76.55,95.0,96.4,97.8,73.7
1547,46.55,1,Herring,25,dart,353,0.1885,11,76.17,95.0,96.5,97.8,73.7
1548,12.70,0,Octopus,95,sinker,780,0.1885,0,75.54,95.0,96.5,97.8,73.4
1549,171.46,0,Lingcod,85,mixed,1872,0.1884,0,76.55,95.0,96.5,97.8,73.0
1550,79.15,1,Largemouth Bass,50,mixed,323,0.1884,1,76.25,95.0,96.5,97.8,73.0
1551,78.86,1,Midnight Carp,55,mixed,315,0.1884,2,76.33,95.0,96.5,97.8,73.0
1552,125.16,1,Stingray,80,sinker,430,0.1884,3,76.78,95.0,96.5,97.8,73.1
